order_id,product_id,quantity,unit_price,line_total
26277321,30,3,5.78,17.34
26278628,3,2,3.63,7.26
26278628,16,3,7.54,22.62
26278628,21,4,3.97,15.88
26278628,32,4,4.21,16.84
26302720,29,1,3.09,3.09
26306040,23,2,5.65,11.30
26321944,16,1,7.54,7.54
26321944,26,5,4.09,20.45
26321944,34,1,9.37,9.37
26321944,36,4,8.56,34.24
26324357,2,4,1.79,7.16
26324357,8,2,4.72,9.44
26328611,2,1,1.79,1.79
26328611,20,1,7.42,7.42
26328611,22,4,4.69,18.76
26328611,28,1,9.16,9.16
26328611,36,4,8.56,34.24
26335823,20,4,7.42,29.68
26339986,4,1,4.28,4.28
26356034,27,1,6.33,6.33
26356034,36,5,8.56,42.80
26362902,19,5,9.43,47.15
26367850,25,5,1.53,7.65
26367850,29,2,3.09,6.18
26372540,7,4,1.54,6.16
26372540,13,3,3.98,11.94
26372540,21,5,3.97,19.85
26372540,25,2,1.53,3.06
26372620,7,1,1.54,1.54
26372620,8,5,4.72,23.60
26372620,19,2,9.43,18.86
26372620,27,4,6.33,25.32
26391744,4,4,4.28,17.12
26404681,11,2,2.25,4.50
26404681,31,5,3.62,18.10
26404681,35,1,3.29,3.29
26407279,4,3,4.28,12.84
26407279,12,4,8.38,33.52
26407279,22,3,4.69,14.07
26410350,17,5,0.51,2.55
26418302,5,5,1.98,9.90
26418302,13,1,3.98,3.98
26418302,15,1,5.65,5.65
26418302,19,5,9.43,47.15
26418302,26,1,4.09,4.09
26431603,21,4,3.97,15.88
26431603,31,1,3.62,3.62
26431603,34,4,9.37,37.48
26443913,14,1,6.56,6.56
26443913,22,5,4.69,23.45
26443913,25,5,1.53,7.65
26443913,36,5,8.56,42.80
26447497,24,1,7.41,7.41
26453665,11,4,2.25,9.00
26453665,14,4,6.56,26.24
26453665,20,1,7.42,7.42
26453665,34,1,9.37,9.37
26460433,7,5,1.54,7.70
26460433,9,3,1.51,4.53
26460433,22,4,4.69,18.76
26460433,26,2,4.09,8.18
26461446,1,4,6.51,26.04
26461446,3,5,3.63,18.15
26461446,5,5,1.98,9.90
26461446,6,4,4.87,19.48
26461446,22,1,4.69,4.69
26462223,16,3,7.54,22.62
26462223,19,5,9.43,47.15
26462223,24,4,7.41,29.64
26462223,34,3,9.37,28.11
26462223,36,4,8.56,34.24
26470637,23,1,5.65,5.65
26471455,2,2,1.79,3.58
26471455,7,5,1.54,7.70
26471455,17,5,0.51,2.55
26471455,29,3,3.09,9.27
26479056,10,3,6.29,18.87
26479056,24,2,7.41,14.82
26479056,27,5,6.33,31.65
26479056,32,3,4.21,12.63
26491044,6,3,4.87,14.61
26491044,7,3,1.54,4.62
26491044,8,5,4.72,23.60
26491044,36,3,8.56,25.68
26493125,4,2,4.28,8.56
26493125,6,5,4.87,24.35
26493125,7,5,1.54,7.70
26493125,34,4,9.37,37.48
26495597,17,5,0.51,2.55
26495597,23,1,5.65,5.65
26501710,7,2,1.54,3.08
26501710,13,3,3.98,11.94
26501710,18,3,8.74,26.22
26501710,30,2,5.78,11.56
26501710,31,2,3.62,7.24
26530228,13,5,3.98,19.90
26533814,4,4,4.28,17.12
26533814,13,4,3.98,15.92
26533814,21,3,3.97,11.91
26533814,36,5,8.56,42.80
26555038,11,5,2.25,11.25
26555038,14,4,6.56,26.24
26555038,24,1,7.41,7.41
26555038,30,1,5.78,5.78
26555038,32,1,4.21,4.21
26580100,1,1,6.51,6.51
26580100,6,1,4.87,4.87
26580100,26,1,4.09,4.09
26580112,4,1,4.28,4.28
26580112,25,3,1.53,4.59
26580112,31,4,3.62,14.48
26586858,14,5,6.56,32.80
26586858,35,3,3.29,9.87
26595686,3,4,3.63,14.52
26595686,10,3,6.29,18.87
26600382,1,1,6.51,6.51
26610008,1,4,6.51,26.04
26610008,13,1,3.98,3.98
26610008,24,4,7.41,29.64
26612207,12,5,8.38,41.90
26612207,35,1,3.29,3.29
26622935,6,4,4.87,19.48
26622935,16,3,7.54,22.62
26622935,22,4,4.69,18.76
26622935,35,4,3.29,13.16
26631243,7,4,1.54,6.16
26631243,20,5,7.42,37.10
26631243,21,4,3.97,15.88
26631243,34,1,9.37,9.37
26634365,12,4,8.38,33.52
26634365,33,3,9.95,29.85
26638472,7,1,1.54,1.54
26638472,21,5,3.97,19.85
26638472,28,2,9.16,18.32
26638472,31,4,3.62,14.48
26640381,4,5,4.28,21.40
26640381,5,4,1.98,7.92
26640381,12,5,8.38,41.90
26640381,15,2,5.65,11.30
26656091,10,5,6.29,31.45
26656091,15,4,5.65,22.60
26656091,16,3,7.54,22.62
26656091,21,5,3.97,19.85
26656091,22,4,4.69,18.76
26665329,5,5,1.98,9.90
26665329,28,2,9.16,18.32
26689239,6,4,4.87,19.48
26689239,18,5,8.74,43.70
26707674,4,5,4.28,21.40
26707674,13,3,3.98,11.94
26717984,4,5,4.28,21.40
26717984,19,1,9.43,9.43
26717984,21,2,3.97,7.94
26717984,26,1,4.09,4.09
26717984,29,1,3.09,3.09
26719485,19,2,9.43,18.86
26719485,21,1,3.97,3.97
26725055,5,5,1.98,9.90
26725055,17,5,0.51,2.55
26725055,18,4,8.74,34.96
26725055,30,1,5.78,5.78
26725055,31,2,3.62,7.24
26733772,1,4,6.51,26.04
26733772,3,5,3.63,18.15
26733772,14,2,6.56,13.12
26747212,2,2,1.79,3.58
26765331,4,5,4.28,21.40
26765331,14,1,6.56,6.56
26765331,21,4,3.97,15.88
26770891,16,1,7.54,7.54
26770891,33,4,9.95,39.80
26770891,35,0,3.29,0.00
26782016,6,4,4.87,19.48
26782016,24,4,7.41,29.64
26782016,36,1,8.56,8.56
26789377,4,1,4.28,4.28
26799367,9,2,1.51,3.02
26799367,10,5,6.29,31.45
26807789,21,5,3.97,19.85
26807789,30,1,5.78,5.78
26817234,8,1,4.72,4.72
26817234,12,3,8.38,25.14
26817234,18,2,8.74,17.48
26817234,19,4,9.43,37.72
26818123,2,3,1.79,5.37
26818123,8,3,4.72,14.16
26818123,18,4,8.74,34.96
26818123,31,5,3.62,18.10
26823194,24,3,7.41,22.23
26824295,9,1,1.51,1.51
26824295,17,1,0.51,0.51
26824295,28,4,9.16,36.64
26824295,36,5,8.56,42.80
26824941,13,3,3.98,11.94
26824941,16,1,7.54,7.54
26824941,23,3,5.65,16.95
26824941,27,1,6.33,6.33
26824941,31,5,3.62,18.10
26830550,12,5,8.38,41.90
26830550,22,3,4.69,14.07
26830550,34,4,9.37,37.48
26840670,17,3,0.51,1.53
26840670,30,5,5.78,28.90
26840670,33,2,9.95,19.90
26844753,34,4,9.37,37.48
26844753,36,1,8.56,8.56
26853384,7,3,1.54,4.62
26853392,21,3,3.97,11.91
26853392,27,1,6.33,6.33
26855186,22,1,4.69,4.69
26855186,35,4,3.29,13.16
26864165,4,4,4.28,17.12
26877216,7,3,1.54,4.62
26877216,20,3,7.42,22.26
26877216,24,4,7.41,29.64
26877216,36,3,8.56,25.68
26896098,15,3,5.65,16.95
26896098,16,3,7.54,22.62
26937428,1,1,6.51,6.51
26937428,2,5,1.79,8.95
26937428,18,1,8.74,8.74
26937428,20,3,7.42,22.26
26943589,12,4,8.38,33.52
26973715,1,5,6.51,32.55
26973715,8,1,4.72,4.72
26973715,20,4,7.42,29.68
26977412,35,2,3.29,6.58
26990487,17,4,0.51,2.04
26990487,22,3,4.69,14.07
27003615,3,4,3.63,14.52
27021370,2,2,1.79,3.58
27021370,22,3,4.69,14.07
27021370,24,1,7.41,7.41
27021370,34,4,9.37,37.48
27021370,35,1,3.29,3.29
27046057,1,1,6.51,6.51
27069582,9,2,1.51,3.02
27069582,31,5,3.62,18.10
27069582,32,5,4.21,21.05
27077556,8,1,4.72,4.72
27077556,28,5,9.16,45.80
27077556,30,1,5.78,5.78
27077556,35,0,3.29,0.00
27085027,36,1,8.56,8.56
27090833,6,4,4.87,19.48
27090833,17,1,0.51,0.51
27090833,18,2,8.74,17.48
27090833,20,5,7.42,37.10
27097043,27,3,6.33,18.99
27106580,22,5,4.69,23.45
27106580,26,5,4.09,20.45
27106580,32,2,4.21,8.42
27122263,25,5,1.53,7.65
27130345,3,2,3.63,7.26
27130345,9,1,1.51,1.51
27130345,16,5,7.54,37.70
27130345,26,1,4.09,4.09
27130345,27,4,6.33,25.32
27138289,3,4,3.63,14.52
27138289,13,1,3.98,3.98
27138289,21,5,3.97,19.85
27138289,24,1,7.41,7.41
27138289,32,2,4.21,8.42
27139975,15,1,5.65,5.65
27139975,31,3,3.62,10.86
27142208,5,2,1.98,3.96
27142208,23,2,5.65,11.30
27160777,8,4,4.72,18.88
27160777,9,2,1.51,3.02
27160777,14,2,6.56,13.12
27160777,24,3,7.41,22.23
27173330,6,2,4.87,9.74
27174298,1,2,6.51,13.02
27174298,10,1,6.29,6.29
27174298,19,1,9.43,9.43
27174298,31,5,3.62,18.10
27178999,21,3,3.97,11.91
27178999,35,5,3.29,16.45
27184075,11,3,2.25,6.75
27184075,22,1,4.69,4.69
27184075,30,1,5.78,5.78
27186766,3,2,3.63,7.26
27186766,23,1,5.65,5.65
27187055,13,5,3.98,19.90
27187055,23,1,5.65,5.65
27187055,29,4,3.09,12.36
27187055,30,3,5.78,17.34
27187055,32,3,4.21,12.63
27191519,7,1,1.54,1.54
27194465,22,3,4.69,14.07
27194465,36,2,8.56,17.12
27197108,1,1,6.51,6.51
27197108,11,1,2.25,2.25
27197108,35,0,3.29,0.00
27203644,12,3,8.38,25.14
27203644,23,5,5.65,28.25
27214651,6,5,4.87,24.35
27214651,7,3,1.54,4.62
27214651,34,2,9.37,18.74
27215147,15,1,5.65,5.65
27215147,29,3,3.09,9.27
27226466,3,1,3.63,3.63
27226466,4,1,4.28,4.28
27226466,9,0,1.51,0.00
27226466,15,4,5.65,22.60
27229533,23,5,5.65,28.25
27229533,27,1,6.33,6.33
27229533,35,2,3.29,6.58
27242548,7,2,1.54,3.08
27242548,17,1,0.51,0.51
27242548,22,3,4.69,14.07
27242548,24,3,7.41,22.23
27242548,25,3,1.53,4.59
27244205,23,5,5.65,28.25
27244205,35,1,3.29,3.29
27251289,22,5,4.69,23.45
27264398,2,2,1.79,3.58
27264398,4,5,4.28,21.40
27264398,7,5,1.54,7.70
27281904,4,2,4.28,8.56
27281904,5,2,1.98,3.96
27281904,13,4,3.98,15.92
27281904,17,4,0.51,2.04
27281904,30,3,5.78,17.34
27296348,17,4,0.51,2.04
27296348,21,3,3.97,11.91
27296348,34,1,9.37,9.37
27303742,22,3,4.69,14.07
27303742,30,1,5.78,5.78
27306853,6,1,4.87,4.87
27306853,18,5,8.74,43.70
27306853,26,5,4.09,20.45
27306853,35,1,3.29,3.29
27306853,36,1,8.56,8.56
27310871,7,5,1.54,7.70
27310871,20,2,7.42,14.84
27310871,25,3,1.53,4.59
27316603,8,3,4.72,14.16
27316603,11,3,2.25,6.75
27319108,14,5,6.56,32.80
27319108,16,1,7.54,7.54
27319108,17,2,0.51,1.02
27319108,27,5,6.33,31.65
27319108,32,3,4.21,12.63
27324915,6,2,4.87,9.74
27324915,9,3,1.51,4.53
27324915,11,2,2.25,4.50
27324915,19,5,9.43,47.15
27324915,34,3,9.37,28.11
27329963,2,2,1.79,3.58
27346520,18,2,8.74,17.48
27346520,26,4,4.09,16.36
27346520,27,3,6.33,18.99
27346520,28,4,9.16,36.64
27346520,30,4,5.78,23.12
27359200,19,4,9.43,37.72
27359200,26,5,4.09,20.45
27359981,25,1,1.53,1.53
27359981,30,5,5.78,28.90
27361573,5,2,1.98,3.96
27361573,21,4,3.97,15.88
27361573,30,1,5.78,5.78
27361992,3,3,3.63,10.89
27361992,26,1,4.09,4.09
27368862,7,1,1.54,1.54
27368862,13,4,3.98,15.92
27368862,14,1,6.56,6.56
27368862,16,5,7.54,37.70
27368862,33,5,9.95,49.75
27385002,13,4,3.98,15.92
27385002,18,4,8.74,34.96
27385002,23,5,5.65,28.25
27385002,27,5,6.33,31.65
27385002,31,2,3.62,7.24
27400592,3,3,3.63,10.89
27400592,7,4,1.54,6.16
27400592,35,2,3.29,6.58
27403563,14,1,6.56,6.56
27403563,19,5,9.43,47.15
27416240,1,1,6.51,6.51
27416240,8,3,4.72,14.16
27416240,29,3,3.09,9.27
27425277,1,0,6.51,0.00
27425277,28,3,9.16,27.48
27425277,29,5,3.09,15.45
27439135,2,1,1.79,1.79
27439135,3,5,3.63,18.15
27439135,6,2,4.87,9.74
27439135,23,2,5.65,11.30
27439135,35,5,3.29,16.45
27441639,6,5,4.87,24.35
27441639,7,1,1.54,1.54
27441639,10,1,6.29,6.29
27454322,14,2,6.56,13.12
27454322,25,4,1.53,6.12
27459546,19,3,9.43,28.29
27459546,28,2,9.16,18.32
27459546,29,2,3.09,6.18
27464971,4,5,4.28,21.40
27464971,6,4,4.87,19.48
27464971,9,0,1.51,0.00
27464971,17,5,0.51,2.55
27465842,14,3,6.56,19.68
27465842,25,1,1.53,1.53
27465842,27,1,6.33,6.33
27465842,34,2,9.37,18.74
27465842,35,4,3.29,13.16
27471244,19,5,9.43,47.15
27471244,22,5,4.69,23.45
27471244,24,3,7.41,22.23
27472126,5,4,1.98,7.92
27472126,20,3,7.42,22.26
27472126,24,5,7.41,37.05
27472126,33,2,9.95,19.90
27472126,35,0,3.29,0.00
27486945,4,5,4.28,21.40
27486945,7,5,1.54,7.70
27486945,35,5,3.29,16.45
27494579,3,1,3.63,3.63
27494579,4,2,4.28,8.56
27494579,11,4,2.25,9.00
27494579,36,4,8.56,34.24
27498061,4,4,4.28,17.12
27498061,17,2,0.51,1.02
27498061,24,3,7.41,22.23
27520862,20,5,7.42,37.10
27520862,32,2,4.21,8.42
27526331,6,2,4.87,9.74
27526331,13,1,3.98,3.98
27526331,15,4,5.65,22.60
27526331,31,5,3.62,18.10
27529959,9,3,1.51,4.53
27529959,27,3,6.33,18.99
27539463,12,2,8.38,16.76
27539463,23,5,5.65,28.25
27541780,4,3,4.28,12.84
27541780,17,2,0.51,1.02
27549951,9,3,1.51,4.53
27549951,14,5,6.56,32.80
27552221,11,4,2.25,9.00
27552221,21,5,3.97,19.85
27552221,30,5,5.78,28.90
27557443,7,2,1.54,3.08
27557443,8,5,4.72,23.60
27601677,4,5,4.28,21.40
27601677,15,3,5.65,16.95
27601677,22,3,4.69,14.07
27601677,25,5,1.53,7.65
27601677,35,2,3.29,6.58
27603685,11,1,2.25,2.25
27603685,25,2,1.53,3.06
27603685,30,1,5.78,5.78
27612926,10,2,6.29,12.58
27612926,12,4,8.38,33.52
27612926,18,5,8.74,43.70
27620165,26,3,4.09,12.27
27646494,1,5,6.51,32.55
27646494,16,2,7.54,15.08
27646494,18,5,8.74,43.70
27665339,2,2,1.79,3.58
27665339,6,1,4.87,4.87
27665339,9,4,1.51,6.04
27665339,20,4,7.42,29.68
27669744,8,4,4.72,18.88
27669744,18,5,8.74,43.70
27669744,29,4,3.09,12.36
27669744,34,4,9.37,37.48
27691600,8,4,4.72,18.88
27691600,9,4,1.51,6.04
27691600,12,2,8.38,16.76
27691600,20,1,7.42,7.42
27691600,30,1,5.78,5.78
27702712,25,5,1.53,7.65
27716127,11,2,2.25,4.50
27716127,12,3,8.38,25.14
27716127,23,4,5.65,22.60
27716127,26,2,4.09,8.18
27716127,33,3,9.95,29.85
27737095,8,1,4.72,4.72
27737095,11,2,2.25,4.50
27738115,11,2,2.25,4.50
27738115,15,3,5.65,16.95
27738115,27,4,6.33,25.32
27745597,6,3,4.87,14.61
27745597,12,4,8.38,33.52
27745597,15,4,5.65,22.60
27751701,1,2,6.51,13.02
27751701,6,5,4.87,24.35
27751701,16,5,7.54,37.70
27751701,19,4,9.43,37.72
27751701,21,5,3.97,19.85
27760280,19,4,9.43,37.72
27760280,22,1,4.69,4.69
27760280,35,2,3.29,6.58
27780465,9,4,1.51,6.04
27781461,2,3,1.79,5.37
27781461,4,2,4.28,8.56
27781461,9,1,1.51,1.51
27781461,13,1,3.98,3.98
27781461,26,5,4.09,20.45
27786310,27,4,6.33,25.32
27786310,36,5,8.56,42.80
27802075,4,1,4.28,4.28
27802075,5,5,1.98,9.90
27802075,10,2,6.29,12.58
27802075,20,2,7.42,14.84
27802075,32,3,4.21,12.63
27816672,7,1,1.54,1.54
27816672,14,4,6.56,26.24
27816672,19,4,9.43,37.72
27816672,29,3,3.09,9.27
27822334,22,1,4.69,4.69
27822334,31,5,3.62,18.10
27829616,2,5,1.79,8.95
27829616,8,2,4.72,9.44
27836382,1,2,6.51,13.02
27836382,13,5,3.98,19.90
27836382,16,3,7.54,22.62
27836382,25,2,1.53,3.06
27836382,31,3,3.62,10.86
27836572,1,0,6.51,0.00
27836572,22,4,4.69,18.76
27836572,26,4,4.09,16.36
27844436,5,3,1.98,5.94
27844436,33,2,9.95,19.90
27861433,3,5,3.63,18.15
27861433,17,3,0.51,1.53
27861433,24,2,7.41,14.82
27861433,34,3,9.37,28.11
27865190,9,3,1.51,4.53
27865190,22,1,4.69,4.69
27865190,28,3,9.16,27.48
27867931,10,3,6.29,18.87
27867931,13,2,3.98,7.96
27895106,2,4,1.79,7.16
27895106,10,4,6.29,25.16
27895106,30,5,5.78,28.90
27931590,3,1,3.63,3.63
27931590,4,2,4.28,8.56
27931590,13,3,3.98,11.94
27931590,16,4,7.54,30.16
27931590,20,4,7.42,29.68
27932014,8,1,4.72,4.72
27932014,20,2,7.42,14.84
27932014,29,5,3.09,15.45
27934881,3,1,3.63,3.63
27934881,9,1,1.51,1.51
27934881,14,3,6.56,19.68
27955019,17,3,0.51,1.53
27955019,24,4,7.41,29.64
27955019,36,4,8.56,34.24
27957206,1,5,6.51,32.55
27957206,23,3,5.65,16.95
27963158,12,3,8.38,25.14
27982720,11,4,2.25,9.00
27982720,14,3,6.56,19.68
27982720,23,1,5.65,5.65
27982720,30,3,5.78,17.34
27982720,33,3,9.95,29.85
27983234,4,5,4.28,21.40
27983234,14,2,6.56,13.12
27983234,25,3,1.53,4.59
27983234,29,5,3.09,15.45
27983234,31,1,3.62,3.62
27989884,31,5,3.62,18.10
27989991,16,3,7.54,22.62
27989991,26,4,4.09,16.36
27993113,18,3,8.74,26.22
27993113,31,3,3.62,10.86
27996558,18,4,8.74,34.96
27996558,26,3,4.09,12.27
27996558,35,5,3.29,16.45
27997790,7,4,1.54,6.16
27997790,15,2,5.65,11.30
27997790,17,1,0.51,0.51
27997790,21,1,3.97,3.97
27997790,33,1,9.95,9.95
27999725,5,4,1.98,7.92
28017416,9,4,1.51,6.04
28017416,18,3,8.74,26.22
28017416,19,1,9.43,9.43
28017416,28,1,9.16,9.16
28039677,4,4,4.28,17.12
28039677,8,4,4.72,18.88
28039677,12,1,8.38,8.38
28039677,19,2,9.43,18.86
28058542,12,5,8.38,41.90
28058542,13,3,3.98,11.94
28058542,33,3,9.95,29.85
28082877,2,4,1.79,7.16
28082877,4,5,4.28,21.40
28092346,27,3,6.33,18.99
28092346,31,3,3.62,10.86
28092346,35,2,3.29,6.58
28096657,10,5,6.29,31.45
28108489,2,5,1.79,8.95
28108489,18,5,8.74,43.70
28108489,25,1,1.53,1.53
28108489,26,1,4.09,4.09
28108489,30,5,5.78,28.90
28116841,6,1,4.87,4.87
28116841,22,2,4.69,9.38
28116841,26,3,4.09,12.27
28116841,28,1,9.16,9.16
28122104,1,1,6.51,6.51
28122104,27,5,6.33,31.65
28127502,17,2,0.51,1.02
28130005,18,4,8.74,34.96
28130005,29,2,3.09,6.18
28130005,35,0,3.29,0.00
28136311,8,3,4.72,14.16
28136311,14,1,6.56,6.56
28136311,15,1,5.65,5.65
28136311,18,2,8.74,17.48
28136311,28,4,9.16,36.64
28152877,13,4,3.98,15.92
28152877,21,4,3.97,15.88
28152877,23,3,5.65,16.95
28152877,25,3,1.53,4.59
28152877,36,4,8.56,34.24
28171485,10,5,6.29,31.45
28183575,10,3,6.29,18.87
28183575,16,3,7.54,22.62
28183575,32,5,4.21,21.05
28198779,6,1,4.87,4.87
28198779,13,1,3.98,3.98
28198779,19,3,9.43,28.29
28198779,23,4,5.65,22.60
28199767,2,5,1.79,8.95
28199767,27,3,6.33,18.99
28215822,15,3,5.65,16.95
28215822,29,1,3.09,3.09
28226365,2,1,1.79,1.79
28226365,5,5,1.98,9.90
28226365,6,2,4.87,9.74
28226598,5,1,1.98,1.98
28232294,12,3,8.38,25.14
28241315,13,3,3.98,11.94
28252143,10,3,6.29,18.87
28254365,20,4,7.42,29.68
28261188,14,4,6.56,26.24
28261188,16,3,7.54,22.62
28261188,35,4,3.29,13.16
28284401,3,5,3.63,18.15
28284401,10,3,6.29,18.87
28284401,18,5,8.74,43.70
28285272,18,1,8.74,8.74
28285272,27,1,6.33,6.33
28296368,4,5,4.28,21.40
28301499,13,2,3.98,7.96
28306416,33,5,9.95,49.75
28310409,19,5,9.43,47.15
28331460,17,4,0.51,2.04
28357039,6,3,4.87,14.61
28357039,22,5,4.69,23.45
28364592,9,1,1.51,1.51
28364592,19,3,9.43,28.29
28364592,29,5,3.09,15.45
28367471,5,2,1.98,3.96
28367471,6,1,4.87,4.87
28367471,9,5,1.51,7.55
28367471,31,5,3.62,18.10
28389204,6,3,4.87,14.61
28389204,14,4,6.56,26.24
28389204,19,4,9.43,37.72
28396807,3,3,3.63,10.89
28396807,11,4,2.25,9.00
28396807,19,1,9.43,9.43
28396807,34,4,9.37,37.48
28434934,11,4,2.25,9.00
28434934,26,2,4.09,8.18
28434934,30,2,5.78,11.56
28443496,5,2,1.98,3.96
28443496,9,2,1.51,3.02
28443496,14,5,6.56,32.80
28443496,18,3,8.74,26.22
28443496,33,3,9.95,29.85
28446478,14,5,6.56,32.80
28446478,17,3,0.51,1.53
28446478,20,2,7.42,14.84
28446478,31,1,3.62,3.62
28446478,35,3,3.29,9.87
28454395,15,4,5.65,22.60
28454395,18,3,8.74,26.22
28454395,24,1,7.41,7.41
28457641,4,5,4.28,21.40
28457641,20,2,7.42,14.84
28457641,24,3,7.41,22.23
28457641,28,2,9.16,18.32
28474430,3,4,3.63,14.52
28474430,9,4,1.51,6.04
28474430,10,4,6.29,25.16
28474430,22,2,4.69,9.38
28474430,28,3,9.16,27.48
28480237,11,4,2.25,9.00
28480237,12,3,8.38,25.14
28480237,15,4,5.65,22.60
28480237,32,2,4.21,8.42
28486124,25,3,1.53,4.59
28486124,28,2,9.16,18.32
28486124,32,4,4.21,16.84
28488660,4,1,4.28,4.28
28488660,5,2,1.98,3.96
28488660,24,2,7.41,14.82
28488660,33,3,9.95,29.85
28497676,12,4,8.38,33.52
28497676,19,2,9.43,18.86
28520066,19,1,9.43,9.43
28520066,22,1,4.69,4.69
28520066,27,5,6.33,31.65
28520066,29,2,3.09,6.18
28536304,2,3,1.79,5.37
28536304,6,5,4.87,24.35
28536304,7,1,1.54,1.54
28536304,8,5,4.72,23.60
28536304,16,3,7.54,22.62
28536853,9,4,1.51,6.04
28536853,11,1,2.25,2.25
28536853,23,5,5.65,28.25
28536853,35,3,3.29,9.87
28537236,12,5,8.38,41.90
28537236,16,2,7.54,15.08
28537236,28,1,9.16,9.16
28537236,33,5,9.95,49.75
28543266,3,3,3.63,10.89
28543266,8,5,4.72,23.60
28543266,11,3,2.25,6.75
28546975,5,1,1.98,1.98
28546975,18,3,8.74,26.22
28546975,20,3,7.42,22.26
28546975,35,5,3.29,16.45
28566205,23,5,5.65,28.25
28566205,32,3,4.21,12.63
28570632,33,2,9.95,19.90
28571704,6,4,4.87,19.48
28571704,9,2,1.51,3.02
28571704,10,1,6.29,6.29
28571704,14,5,6.56,32.80
28574308,1,2,6.51,13.02
28574308,13,4,3.98,15.92
28574308,16,5,7.54,37.70
28576686,10,1,6.29,6.29
28576686,19,5,9.43,47.15
28587652,28,3,9.16,27.48
28587652,30,3,5.78,17.34
28592154,5,5,1.98,9.90
28592154,23,3,5.65,16.95
28592154,28,1,9.16,9.16
28597035,9,1,1.51,1.51
28597035,21,4,3.97,15.88
28597035,24,2,7.41,14.82
28597035,32,3,4.21,12.63
28597035,33,4,9.95,39.80
28598152,35,0,3.29,0.00
28619077,7,4,1.54,6.16
28619077,10,1,6.29,6.29
28619077,18,1,8.74,8.74
28636785,7,5,1.54,7.70
28636785,36,3,8.56,25.68
28663606,12,5,8.38,41.90
28672094,8,3,4.72,14.16
28672094,9,4,1.51,6.04
28672094,14,2,6.56,13.12
28672094,33,4,9.95,39.80
28704773,2,5,1.79,8.95
28704773,4,4,4.28,17.12
28704773,21,1,3.97,3.97
28723119,1,2,6.51,13.02
28723119,28,2,9.16,18.32
28723119,31,2,3.62,7.24
28723119,35,3,3.29,9.87
28723119,36,4,8.56,34.24
28726301,1,3,6.51,19.53
28726301,3,2,3.63,7.26
28726301,4,2,4.28,8.56
28726301,36,1,8.56,8.56
28726548,30,4,5.78,23.12
28726742,13,2,3.98,7.96
28726742,35,4,3.29,13.16
28727389,1,3,6.51,19.53
28727389,16,2,7.54,15.08
28727389,27,3,6.33,18.99
28727389,33,3,9.95,29.85
28732032,6,2,4.87,9.74
28732032,28,3,9.16,27.48
28732032,33,4,9.95,39.80
28732032,36,5,8.56,42.80
28752510,1,2,6.51,13.02
28752510,15,1,5.65,5.65
28752510,21,2,3.97,7.94
28757473,4,2,4.28,8.56
28757473,15,5,5.65,28.25
28757473,16,3,7.54,22.62
28757473,22,2,4.69,9.38
28757473,35,4,3.29,13.16
28761118,8,5,4.72,23.60
28761118,11,4,2.25,9.00
28761118,13,4,3.98,15.92
28761118,14,5,6.56,32.80
28761118,23,4,5.65,22.60
28776272,23,5,5.65,28.25
28776272,31,2,3.62,7.24
28791027,20,3,7.42,22.26
28791027,27,1,6.33,6.33
28799837,1,3,6.51,19.53
28799837,3,5,3.63,18.15
28799837,7,1,1.54,1.54
28799837,30,4,5.78,23.12
28799837,32,4,4.21,16.84
28801658,14,3,6.56,19.68
28816294,18,5,8.74,43.70
28818992,29,3,3.09,9.27
28818992,32,4,4.21,16.84
28819524,2,3,1.79,5.37
28819524,17,4,0.51,2.04
28819524,35,1,3.29,3.29
28822776,12,3,8.38,25.14
28822776,25,3,1.53,4.59
28822776,33,5,9.95,49.75
28831836,2,5,1.79,8.95
28831836,13,1,3.98,3.98
28831836,14,3,6.56,19.68
28831836,17,2,0.51,1.02
28831836,24,5,7.41,37.05
28851120,13,5,3.98,19.90
28851120,18,2,8.74,17.48
28851120,22,5,4.69,23.45
28856700,12,1,8.38,8.38
28856700,14,5,6.56,32.80
28856700,34,1,9.37,9.37
28864883,7,5,1.54,7.70
28864883,13,2,3.98,7.96
28864883,15,2,5.65,11.30
28864883,21,5,3.97,19.85
28930077,19,1,9.43,9.43
28930077,28,5,9.16,45.80
28930077,31,5,3.62,18.10
28934650,1,4,6.51,26.04
28934650,3,1,3.63,3.63
28934650,15,5,5.65,28.25
28934650,16,4,7.54,30.16
28934650,24,5,7.41,37.05
28956342,8,2,4.72,9.44
28956342,11,1,2.25,2.25
28956342,14,5,6.56,32.80
28956342,23,5,5.65,28.25
28956342,25,4,1.53,6.12
28957161,1,3,6.51,19.53
28957161,29,2,3.09,6.18
28957161,30,2,5.78,11.56
28957161,33,1,9.95,9.95
28960786,18,1,8.74,8.74
28960786,24,5,7.41,37.05
28960786,32,5,4.21,21.05
28978822,10,1,6.29,6.29
28978822,23,5,5.65,28.25
28978822,25,3,1.53,4.59
28978822,32,1,4.21,4.21
28982595,11,5,2.25,11.25
28982595,13,1,3.98,3.98
28982595,32,4,4.21,16.84
28986243,6,2,4.87,9.74
28986243,9,3,1.51,4.53
29001736,3,1,3.63,3.63
29001736,8,2,4.72,9.44
29001736,16,4,7.54,30.16
29001736,22,5,4.69,23.45
29001736,30,1,5.78,5.78
29001871,10,4,6.29,25.16
29001871,16,4,7.54,30.16
29001871,27,3,6.33,18.99
29014392,5,5,1.98,9.90
