order_id,order_datetime,customer_id,total_amount,num_items
28306416,2024-02-02T17:53:39.727776,3,49.75,1
28310409,2024-02-02T10:42:36.846138,29,47.15,1
28331460,2024-02-06T17:41:42.347699,20,2.04,1
28357039,2024-02-09T17:17:42.895769,29,38.06,2
28364592,2024-02-09T15:06:49.926187,10,45.25,3
28367471,2024-02-02T05:10:09.456834,6,34.48,4
28389204,2024-02-02T07:20:42.605111,6,78.57,3
28396807,2024-02-01T00:44:55.781964,22,66.80,4
28434934,2024-02-06T00:22:11.200787,7,28.74,3
28443496,2024-02-09T01:34:46.259977,1,95.85,5
28446478,2024-02-06T10:18:53.493440,4,62.66,5
28454395,2024-02-08T12:18:33.518998,19,56.23,3
28457641,2024-02-04T08:22:01.898761,2,76.79,4
28474430,2024-02-02T19:46:37.811218,15,82.58,5
28480237,2024-02-04T01:23:13.361961,9,65.16,4
28486124,2024-02-02T05:00:51.275777,16,39.75,3
28488660,2024-02-10T06:06:46.484510,26,52.91,4
28497676,2024-02-01T01:47:10.156625,24,52.38,2
28520066,2024-02-01T16:46:21.807417,12,51.95,4
28536304,2024-02-09T00:06:32.382904,17,77.48,5
28536853,2024-02-09T13:15:38.314509,6,46.41,4
28537236,2024-02-01T21:21:15.646495,23,115.89,4
28543266,2024-02-10T08:03:45.338150,18,41.24,3
28546975,2024-02-01T20:49:47.150661,21,66.91,4
28566205,2024-02-10T16:12:15.125190,21,40.88,2
28570632,2024-02-03T04:41:52.745945,1,19.90,1
28571704,2024-02-02T15:20:47.013440,20,61.59,4
28574308,2024-02-09T07:01:46.502443,17,66.64,3
28576686,2024-02-01T23:23:45.620721,17,53.44,2
28587652,2024-02-04T22:43:41.506633,27,44.82,2
28592154,2024-02-01T15:48:56.992501,26,36.01,3
28597035,2024-02-08T16:40:14.691257,23,84.64,5
28598152,2024-02-10T19:32:26.021185,23,0.00,1
28619077,2024-02-08T13:23:37.010307,2,21.19,3
28636785,2024-02-08T13:39:05.691328,22,33.38,2
28663606,2024-02-01T04:26:46.746111,8,41.90,1
28672094,2024-02-05T00:34:36.118047,14,73.12,4
28704773,2024-02-08T14:19:09.916901,2,30.04,3
28723119,2024-02-02T15:48:32.997812,2,82.69,5
28726301,2024-02-01T16:01:58.279592,16,43.91,4
28726548,2024-02-09T03:59:18.806722,19,23.12,1
28726742,2024-02-05T23:54:27.080997,4,21.12,2
28727389,2024-02-02T20:05:19.436916,17,83.45,4
28732032,2024-02-06T03:57:34.569123,14,119.82,4
28752510,2024-02-06T17:56:41.135748,3,26.61,3
28757473,2024-02-06T18:33:15.443238,22,81.97,5
28761118,2024-02-06T00:36:58.849701,30,103.92,5
28776272,2024-02-09T03:02:05.002238,24,35.49,2
28791027,2024-02-06T01:49:57.883143,7,28.59,2
28799837,2024-02-04T03:00:40.397814,5,79.18,5
28801658,2024-02-08T00:44:13.903561,17,19.68,1
28816294,2024-02-04T04:23:56.366662,12,43.70,1
28818992,2024-02-01T23:22:44.658240,17,26.11,2
28819524,2024-02-06T19:01:59.161814,18,10.70,3
28822776,2024-02-04T12:48:36.295192,1,79.48,3
28831836,2024-02-04T08:10:17.109497,19,70.68,5
28851120,2024-02-09T21:28:25.584461,21,60.83,3
28856700,2024-02-09T10:49:10.999347,28,50.55,3
28864883,2024-02-03T00:50:48.113031,24,46.81,4
28930077,2024-02-03T22:38:25.960886,27,73.33,3
28934650,2024-02-01T21:59:54.529158,3,125.13,5
28956342,2024-02-06T10:34:31.566096,8,78.86,5
28957161,2024-02-04T00:24:58.814791,8,47.22,4
28960786,2024-02-09T06:26:23.806848,11,66.84,3
28978822,2024-02-08T01:43:13.377862,13,43.34,4
28982595,2024-02-06T19:38:49.257616,17,32.07,3
28986243,2024-02-01T11:18:11.205942,14,14.27,2
29001736,2024-02-08T17:30:17.939753,2,72.46,5
29001871,2024-02-10T11:36:50.465890,30,74.31,3
29014392,2024-02-04T12:36:58.573195,24,18.08,2
29019518,2024-02-10T11:29:58.472039,25,35.25,4
29022941,2024-02-06T22:26:50.392746,9,65.77,2
29029390,2024-02-02T00:28:22.223179,5,71.85,4
29038561,2024-02-02T08:34:15.373751,29,104.29,4
29065445,2024-02-06T09:59:30.299203,22,70.45,4
29071713,2024-02-05T11:41:02.631665,28,20.89,3
29075289,2024-02-08T05:44:29.855919,13,39.00,3
29084380,2024-02-04T05:27:26.459083,15,112.47,5
29088878,2024-02-08T22:02:09.307921,8,43.94,4
29114037,2024-02-09T07:42:57.298669,17,118.36,4
29129462,2024-02-01T06:52:04.065708,24,91.20,4
29144105,2024-02-06T13:34:47.012246,23,53.50,3
29149639,2024-02-06T15:40:32.816851,26,56.04,2
29164015,2024-02-09T06:46:04.535235,5,17.63,3
29169681,2024-02-06T13:12:57.379997,14,62.89,5
29174967,2024-02-04T02:00:20.258098,19,55.45,5
29182772,2024-02-02T10:49:34.445404,17,68.80,5
29185723,2024-02-08T12:01:36.251959,5,74.29,3
29205327,2024-02-02T10:06:37.433807,26,63.21,2
29221123,2024-02-06T19:59:27.261947,29,33.51,2
29234885,2024-02-01T18:32:18.693431,28,29.68,1
29259299,2024-02-01T00:41:04.327801,9,9.74,1
29262831,2024-02-08T18:07:30.264514,26,4.62,1
29304883,2024-02-09T15:16:52.806168,25,50.76,3
29320664,2024-02-06T06:36:23.672781,11,19.48,1
29331385,2024-02-04T15:49:54.873145,27,12.98,2
29332112,2024-02-08T08:41:11.737282,21,8.38,1
29365431,2024-02-08T00:51:33.712121,1,27.88,3
29380309,2024-02-06T08:36:43.598863,25,48.39,5
29386216,2024-02-06T11:44:54.022638,6,7.26,1
29400514,2024-02-02T15:38:41.686997,15,56.80,5
29409085,2024-02-09T07:22:35.558505,2,38.96,2
29418628,2024-02-06T11:09:37.535419,16,121.52,5
29439201,2024-02-09T18:14:28.049447,17,57.27,3
29439813,2024-02-09T12:51:31.261689,22,35.65,3
29459537,2024-02-02T16:45:37.906993,11,38.88,2
29465034,2024-02-02T08:43:18.127515,2,63.05,4
29465246,2024-02-02T01:16:19.969124,13,28.52,2
29467313,2024-02-02T18:32:15.067214,2,17.55,4
29482068,2024-02-01T18:00:08.819556,1,45.11,4
29504758,2024-02-06T01:44:20.356624,19,29.21,3
29527138,2024-02-06T00:14:44.657661,18,33.22,3
29530435,2024-02-01T10:09:44.666978,28,37.68,3
29533355,2024-02-06T02:45:53.101759,24,43.66,2
29536035,2024-02-04T21:31:05.799509,21,95.08,5
29540049,2024-02-08T07:01:24.486151,22,12.36,2
29543294,2024-02-10T10:53:56.456957,22,26.00,2
29544775,2024-02-08T03:26:36.950557,25,9.00,1
29548500,2024-02-09T23:57:22.409575,7,65.40,4
29555035,2024-02-08T09:39:54.389131,16,48.07,4
29555545,2024-02-01T14:00:35.233992,3,5.65,1
29564372,2024-02-05T09:18:07.816976,27,49.02,3
29582856,2024-02-10T15:18:16.651150,7,16.28,2
29591880,2024-02-06T17:41:31.040957,6,21.12,2
29596678,2024-02-06T00:28:23.160295,23,12.35,2
29628646,2024-02-01T21:45:41.760463,9,63.24,4
29633965,2024-02-04T09:27:09.544528,18,89.32,3
29639741,2024-02-09T17:25:44.573504,15,17.65,2
29655345,2024-02-10T15:25:04.138280,23,61.19,3
29668416,2024-02-10T03:56:18.432504,12,66.28,4
29672228,2024-02-05T11:17:52.724275,22,32.06,4
29675164,2024-02-02T20:03:18.339847,9,17.48,1
29694438,2024-02-09T01:40:04.256640,8,49.55,4
29697439,2024-02-01T13:28:16.685231,4,35.55,4
29706505,2024-02-04T11:10:35.653563,7,65.88,4
29711002,2024-02-08T03:05:23.429488,6,47.52,5
29737906,2024-02-08T18:52:11.882521,14,31.64,3
29773463,2024-02-04T20:44:52.612367,20,19.55,2
29775344,2024-02-03T12:34:49.892299,8,5.37,1
29779824,2024-02-02T08:58:04.809343,23,3.29,1
29785755,2024-02-01T05:34:04.195112,9,38.75,3
29789719,2024-02-01T16:46:38.215121,26,61.62,5
29820438,2024-02-02T02:06:08.369882,3,46.37,2
29847484,2024-02-01T16:20:48.028423,25,45.05,4
29851414,2024-02-09T14:58:14.701584,26,31.45,1
29878962,2024-02-09T02:14:05.638199,30,9.90,1
29886186,2024-02-01T07:53:14.824429,19,33.52,1
29943362,2024-02-01T01:56:57.409486,8,62.41,3
29952427,2024-02-06T21:21:29.114048,20,14.10,2
29954582,2024-02-09T10:15:13.231255,28,57.29,3
29956699,2024-02-09T12:41:32.073116,6,23.44,2
29961689,2024-02-10T05:58:48.907579,11,83.08,5
29967563,2024-02-02T08:03:20.622170,18,51.40,3
29972765,2024-02-06T08:28:32.111610,26,31.15,2
29985679,2024-02-03T05:39:04.570658,21,22.78,3
30002820,2024-02-03T08:54:40.288869,4,48.44,2
30009096,2024-02-09T14:21:59.473119,8,36.31,2
30014872,2024-02-01T03:55:15.452858,20,40.13,5
30025041,2024-02-01T04:05:43.491761,21,96.20,4
30032940,2024-02-10T22:20:42.759341,20,60.50,5
30046041,2024-02-01T18:56:24.501498,6,73.58,5
30050030,2024-02-02T11:45:45.506876,3,47.15,4
30055409,2024-02-02T04:50:49.713540,7,53.29,4
30062863,2024-02-05T12:37:27.812003,25,28.61,2
30104459,2024-02-08T22:47:58.488568,9,24.35,1
30105646,2024-02-08T13:11:27.375740,19,30.51,2
30142524,2024-02-02T09:17:18.261278,13,10.86,1
30146422,2024-02-09T18:14:01.399536,11,18.49,2
30146461,2024-02-06T10:58:56.284594,20,51.11,3
30146475,2024-02-03T19:59:49.630910,2,41.26,3
30150329,2024-02-09T05:09:20.251286,20,56.90,3
30171677,2024-02-01T20:45:50.380963,11,51.97,4
30174205,2024-02-06T12:46:14.954195,15,42.58,3
30175516,2024-02-04T08:42:23.549270,14,33.00,3
30180425,2024-02-05T19:35:17.403285,6,45.93,3
30192257,2024-02-04T02:28:58.387905,23,135.72,5
30193731,2024-02-04T18:36:27.361817,6,47.46,2
30204218,2024-02-06T16:34:44.135473,21,74.59,4
30208836,2024-02-06T10:48:51.040634,12,18.69,2
30215438,2024-02-03T23:19:39.641421,14,8.56,1
30219728,2024-02-01T21:13:06.623350,8,39.55,3
30238983,2024-02-10T08:08:26.080507,12,13.03,2
30253846,2024-02-08T22:59:52.190980,6,14.48,1
30261541,2024-02-01T06:44:34.235037,30,39.15,2
30286615,2024-02-08T19:26:49.732096,12,40.42,2
30298521,2024-02-09T19:32:40.024836,25,81.50,5
30309765,2024-02-09T23:56:12.304361,23,64.45,4
30354941,2024-02-01T12:00:38.865787,24,38.02,5
30356485,2024-02-02T14:36:15.681609,2,47.98,3
30366178,2024-02-02T03:47:21.006318,5,12.36,1
30385678,2024-02-09T15:25:46.704621,16,69.36,4
30408920,2024-02-03T14:39:25.516487,3,17.19,2
30409944,2024-02-10T23:43:01.216341,26,18.99,1
30415659,2024-02-06T08:01:00.724223,27,61.58,3
30419546,2024-02-07T13:05:59.108390,25,72.41,4
30421466,2024-02-04T14:05:38.720638,19,4.28,1
30422822,2024-02-01T00:07:50.967467,9,34.44,2
30453023,2024-02-03T08:50:55.296556,29,76.53,5
30456727,2024-02-09T01:28:11.978027,20,50.34,3
30486720,2024-02-02T09:25:27.671056,22,51.10,3
30489270,2024-02-08T05:07:36.878781,27,4.87,1
30510993,2024-02-02T20:04:32.997827,16,1.98,1
30521674,2024-02-06T15:19:21.749759,6,5.65,1
30529784,2024-02-10T21:14:51.807116,8,37.94,3
30536109,2024-02-01T06:37:41.686573,16,69.57,4
30541020,2024-02-09T20:58:13.052856,11,143.19,5
30541968,2024-02-02T00:31:31.074803,22,42.47,2
30548148,2024-02-09T12:39:29.268448,27,4.87,1
30548621,2024-02-01T01:18:24.973766,9,41.76,4
30578501,2024-02-05T20:30:42.478901,22,10.40,2
30589198,2024-02-06T19:07:16.755521,4,14.85,3
30596759,2024-02-02T04:20:39.503927,2,37.72,1
30596887,2024-02-10T21:00:47.303131,30,41.10,2
30601053,2024-02-04T08:06:37.955210,27,23.06,2
30619722,2024-02-06T05:00:37.535676,24,79.20,4
30626860,2024-02-10T11:15:25.699785,28,0.00,1
30627144,2024-02-08T21:46:10.266703,8,53.53,3
30627257,2024-02-04T11:37:51.871228,30,68.40,3
30632643,2024-02-03T09:15:42.465406,13,30.59,5
30641511,2024-02-03T05:28:20.850160,9,26.79,2
30657218,2024-02-03T08:56:16.282047,8,7.54,1
30659878,2024-02-06T12:59:20.319426,16,12.66,1
30670911,2024-02-08T07:07:16.862646,20,20.40,2
30686175,2024-02-09T22:41:25.387020,9,73.11,3
30698863,2024-02-10T18:02:12.704798,15,64.67,5
30707263,2024-02-10T09:35:44.100627,11,12.58,1
30707288,2024-02-06T20:44:03.672875,8,87.03,4
30720283,2024-02-06T17:58:46.406672,23,28.77,3
30722350,2024-02-05T05:21:52.858082,10,83.51,3
30742621,2024-02-09T23:08:35.038670,29,6.51,1
30744783,2024-02-04T18:44:13.933577,8,96.74,5
30770472,2024-02-08T13:07:29.788060,24,19.53,1
30780298,2024-02-04T19:15:31.572228,28,56.69,3
30784813,2024-02-09T07:12:59.066450,16,66.40,3
30784896,2024-02-09T10:08:38.264124,5,46.14,4
30809657,2024-02-09T06:20:24.656923,18,33.59,2
30831327,2024-02-09T09:38:34.422129,22,23.68,3
30855407,2024-02-06T11:50:50.156052,11,80.79,5
30860977,2024-02-08T04:50:02.245140,6,9.37,1
30871087,2024-02-09T07:26:12.754107,7,19.90,1
30882633,2024-02-09T22:16:10.779229,11,62.91,3
30884673,2024-02-09T00:36:38.052469,12,1.54,1
30897742,2024-02-01T20:05:29.098490,10,45.14,4
30931057,2024-02-01T21:10:48.573235,23,76.71,4
30948808,2024-02-01T12:00:43.286633,28,9.38,1
30958218,2024-02-02T08:50:42.464932,13,7.54,1
30960283,2024-02-05T07:16:51.024786,27,41.49,3
30965908,2024-02-05T12:07:04.035691,19,82.35,5
31046000,2024-02-09T02:39:30.102891,30,56.14,4
31047510,2024-02-09T03:32:24.944068,11,7.54,1
31055215,2024-02-10T09:23:33.736118,14,72.91,4
31070372,2024-02-08T18:06:40.825610,15,29.47,3
31085285,2024-02-10T03:56:12.567106,27,18.39,3
31086228,2024-02-01T11:38:00.711241,14,37.10,1
31086351,2024-02-03T05:35:45.558762,6,20.19,2
31117815,2024-02-04T09:14:29.545852,24,67.32,5
31118562,2024-02-02T20:54:10.029602,11,42.31,2
31129360,2024-02-09T20:15:34.418879,14,49.65,3
31155455,2024-02-06T19:14:24.309253,30,37.57,2
31180847,2024-02-01T22:05:31.406919,19,61.47,3
31188909,2024-02-09T05:56:37.866667,15,91.12,4
31200220,2024-02-06T11:02:23.696575,23,43.12,5
31215841,2024-02-01T19:02:48.236711,21,76.42,4
31216175,2024-02-04T13:57:55.723577,2,72.63,4
31234996,2024-02-09T15:30:42.689612,14,45.55,4
31247512,2024-02-10T00:15:32.447733,11,22.26,2
31259938,2024-02-05T11:39:34.629513,12,56.18,5
31270196,2024-02-01T01:20:59.277197,14,12.29,2
31274642,2024-02-01T16:29:20.965883,23,39.95,3
31277914,2024-02-03T21:30:33.084471,26,25.14,1
31284044,2024-02-04T06:52:36.079123,19,68.52,3
31297511,2024-02-08T10:56:41.074484,24,16.95,1
31299886,2024-02-06T19:47:44.928628,12,67.50,4
31315800,2024-02-08T14:50:55.779881,9,17.48,1
31317630,2024-02-02T11:53:18.778321,5,105.41,5
31326721,2024-02-06T21:21:39.698316,19,25.68,1
31336840,2024-02-09T00:00:25.611155,11,14.61,1
31340275,2024-02-09T18:38:55.856758,3,48.13,3
31347892,2024-02-10T06:30:24.845146,20,37.57,4
31352298,2024-02-01T12:00:48.826131,19,64.19,4
31356143,2024-02-06T16:37:53.396269,7,123.37,5
31357890,2024-02-01T12:23:59.151566,3,6.94,2
31363317,2024-02-10T00:50:42.027127,30,65.88,3
31366559,2024-02-08T13:10:17.636389,13,56.76,5
31367715,2024-02-08T22:56:55.953033,21,71.41,5
31368386,2024-02-03T01:18:46.911635,3,15.92,1
31369866,2024-02-04T16:05:11.665768,17,31.65,1
31375869,2024-02-06T01:30:25.548151,16,35.50,4
31384919,2024-02-01T08:11:00.671784,13,46.85,1
31387438,2024-02-01T15:57:48.384321,10,12.07,3
31389617,2024-02-03T10:18:49.178977,1,31.97,2
31397390,2024-02-06T01:19:52.391303,22,44.65,2
31416708,2024-02-01T02:27:55.396981,10,59.57,3
31435335,2024-02-09T11:27:45.578957,9,14.07,1
31444762,2024-02-04T19:41:46.390076,8,21.98,2
31449114,2024-02-06T20:37:17.177161,23,44.49,4
31463384,2024-02-02T08:30:57.195435,15,33.18,2
31477943,2024-02-06T04:57:34.103259,1,78.28,4
31481742,2024-02-06T09:55:43.626886,28,24.88,3
31486459,2024-02-10T03:23:22.768813,24,14.61,1
31492682,2024-02-04T14:47:28.198293,12,34.83,3
31501399,2024-02-04T22:18:37.344454,20,21.51,3
31503513,2024-02-09T17:30:47.196554,13,94.58,5
31503711,2024-02-03T15:35:22.572476,20,21.43,2
31516663,2024-02-09T17:51:50.315851,6,42.16,2
31528235,2024-02-08T12:22:28.578774,22,101.72,4
31558232,2024-02-10T23:19:59.220110,4,58.85,5
31604453,2024-02-02T01:29:48.814013,3,120.99,5
31605312,2024-02-06T01:28:58.518273,2,77.25,2
31610376,2024-02-01T15:38:36.627426,20,54.14,3
31615217,2024-02-10T23:36:57.755908,8,29.38,2
31624725,2024-02-02T12:17:19.259830,27,34.50,2
31631956,2024-02-09T12:52:30.902524,28,70.24,5
31653250,2024-02-10T00:20:27.659004,3,36.98,2
31656039,2024-02-09T04:24:41.976356,7,77.66,3
31662998,2024-02-01T18:48:00.126464,11,31.05,2
31670952,2024-02-08T21:52:49.380892,21,25.84,2
31682598,2024-02-05T02:24:51.510861,12,67.06,4
31707457,2024-02-03T10:06:11.745970,6,11.74,2
31716590,2024-02-01T09:22:09.989756,11,24.86,2
31721778,2024-02-06T12:56:52.112091,30,55.59,3
31744150,2024-02-04T17:31:49.867105,27,3.97,1
31761065,2024-02-10T01:49:14.689244,7,44.97,4
31762475,2024-02-01T20:54:23.854189,10,39.26,3
31763159,2024-02-06T05:03:02.243292,28,47.58,3
31763970,2024-02-10T15:06:01.938979,21,0.00,1
31769426,2024-02-06T15:20:25.397089,9,101.00,5
31787056,2024-02-02T22:12:25.277956,12,9.74,1
31807291,2024-02-10T17:39:19.898639,29,41.90,2
31818953,2024-02-04T04:24:38.533344,19,51.87,4
31836813,2024-02-01T07:30:12.265698,18,60.28,2
31839727,2024-02-09T13:28:45.039255,24,98.35,5
31845051,2024-02-06T19:38:06.813743,29,16.95,1
31850881,2024-02-05T01:14:06.859452,13,25.86,2
31852290,2024-02-05T14:13:36.279757,29,52.04,4
31876877,2024-02-08T05:41:23.006663,7,6.18,1
31892589,2024-02-01T23:21:27.208479,30,49.07,2
31912385,2024-02-06T04:50:47.139113,26,25.57,4
31933318,2024-02-01T14:06:40.392067,19,55.79,2
31936526,2024-02-03T03:59:24.539477,7,96.29,4
31955262,2024-02-08T09:46:46.329670,15,54.42,4
32002943,2024-02-08T13:39:53.555358,26,91.20,5
32004972,2024-02-08T20:01:42.338498,11,42.51,3
32006449,2024-02-02T14:35:18.972963,30,31.65,1
32020348,2024-02-04T13:43:26.080206,15,61.08,3
32027009,2024-02-06T22:32:51.504407,3,51.63,3
32035783,2024-02-05T08:26:41.809083,26,85.19,5
32039731,2024-02-03T09:01:59.861949,17,53.43,4
32052767,2024-02-04T22:45:15.158421,9,79.78,4
32070353,2024-02-06T00:31:03.761146,8,31.82,3
32071899,2024-02-02T14:47:00.481230,11,49.84,3
32078058,2024-02-08T05:17:11.421895,13,11.40,2
32079684,2024-02-05T01:36:54.062113,30,21.21,2
32080629,2024-02-03T13:52:38.761506,7,42.05,2
32087534,2024-02-08T04:07:32.821222,24,114.82,5
32088302,2024-02-03T10:00:24.079057,11,70.46,4
32090419,2024-02-06T07:57:06.860225,30,81.78,4
32105819,2024-02-01T08:26:55.018851,13,27.48,1
32113744,2024-02-05T17:21:45.906428,26,63.60,4
32114393,2024-02-08T05:17:58.221815,26,85.81,5
32129511,2024-02-09T00:49:26.890968,24,17.81,2
32134102,2024-02-06T12:04:28.386845,11,43.62,4
32137126,2024-02-03T04:28:28.918112,9,35.38,3
32155159,2024-02-02T16:31:20.843746,2,7.90,2
32155341,2024-02-01T06:29:41.010332,13,61.55,5
32168706,2024-02-01T02:46:04.680672,17,58.41,4
32181306,2024-02-09T19:25:45.274162,18,38.04,3
32187305,2024-02-08T20:05:40.046371,22,60.80,3
32192827,2024-02-08T15:13:33.114707,4,43.34,4
32196270,2024-02-09T04:02:29.939824,30,13.16,1
32217614,2024-02-03T07:35:49.298889,13,37.55,3
32223299,2024-02-04T20:34:42.924205,7,6.29,1
32223339,2024-02-08T04:02:24.948390,21,79.08,4
32226732,2024-02-08T14:54:30.527613,4,14.10,2
32228808,2024-02-01T21:10:48.089878,18,88.97,4
32228818,2024-02-09T05:18:08.975400,7,51.86,3
32229855,2024-02-01T05:37:01.413316,11,35.78,2
32243857,2024-02-10T22:54:56.474576,19,59.55,4
32246155,2024-02-05T16:42:40.394805,12,68.80,5
32256381,2024-02-06T20:23:51.990631,2,71.31,5
32257938,2024-02-04T16:07:20.417296,30,23.09,2
32261592,2024-02-05T12:00:16.157531,18,32.80,1
32266348,2024-02-03T15:18:25.471673,11,61.33,2
32273046,2024-02-01T17:41:21.239743,8,12.66,1
32277074,2024-02-05T02:46:04.819010,8,60.54,2
32283758,2024-02-06T15:23:29.095324,19,67.48,4
32316644,2024-02-01T17:24:41.714824,25,21.05,1
32327584,2024-02-10T19:57:43.431476,17,30.00,4
32330104,2024-02-09T20:56:33.949993,11,48.07,3
32330308,2024-02-06T01:25:36.022260,21,35.79,3
32334321,2024-02-02T10:59:42.351168,25,27.42,2
32340284,2024-02-09T08:40:26.642936,16,31.18,3
32340394,2024-02-10T21:48:02.882838,6,1.53,1
32360277,2024-02-06T20:55:04.232325,6,9.16,3
32361060,2024-02-02T05:25:35.643423,28,30.10,3
32366603,2024-02-02T18:46:46.513437,9,29.40,2
32374397,2024-02-01T16:16:26.753086,27,16.36,1
32386176,2024-02-06T11:15:18.682187,18,63.71,5
32387784,2024-02-01T13:40:41.263481,29,31.54,4
32425677,2024-02-08T06:45:57.038056,14,4.72,1
32429724,2024-02-10T12:24:17.353318,12,32.74,3
32433758,2024-02-10T13:36:15.239790,14,19.18,3
32453006,2024-02-05T01:39:40.858147,8,7.54,1
32459314,2024-02-01T20:50:42.350512,29,42.83,3
32472693,2024-02-05T10:48:32.524413,7,63.04,3
32484969,2024-02-08T12:13:39.211379,21,49.71,4
32486187,2024-02-01T03:08:21.086088,26,15.67,2
32486301,2024-02-06T17:25:10.072073,24,19.26,3
32512602,2024-02-02T01:49:01.933608,29,76.90,4
32514987,2024-02-10T03:43:16.666438,29,71.07,5
32517288,2024-02-01T14:59:45.858829,5,97.47,4
32530893,2024-02-06T09:16:54.375195,20,45.46,2
32541929,2024-02-08T22:23:43.243578,3,24.35,1
32550197,2024-02-08T02:55:25.456264,26,35.95,4
32550315,2024-02-05T13:32:20.511397,18,38.80,3
32555666,2024-02-03T10:42:22.538513,18,19.45,2
32571469,2024-02-10T13:53:30.478026,7,56.06,5
32578413,2024-02-06T04:11:59.610602,19,59.23,3
32596879,2024-02-02T17:51:53.724735,21,7.26,1
32597616,2024-02-09T16:26:14.544006,20,65.65,2
32615385,2024-02-03T09:45:11.370244,30,63.46,4
32628929,2024-02-10T04:54:41.620315,17,119.53,5
32630289,2024-02-01T22:09:54.998951,27,8.02,2
32639723,2024-02-02T10:52:15.951896,11,41.53,2
32642240,2024-02-08T10:33:45.868325,29,26.80,3
32661263,2024-02-03T22:13:37.727636,1,51.68,3
32665126,2024-02-01T06:29:58.556826,1,20.91,2
32676488,2024-02-01T03:38:30.766818,12,88.92,5
32678912,2024-02-03T00:25:40.048852,18,29.85,1
32700713,2024-02-01T09:48:21.649898,24,59.77,4
32719777,2024-02-08T15:35:08.878633,7,23.97,2
32729536,2024-02-03T08:20:27.061124,23,23.22,3
32749431,2024-02-06T01:33:18.795784,24,28.29,1
32760804,2024-02-01T08:05:44.782166,22,18.82,2
32785715,2024-02-01T18:30:30.590506,1,50.63,4
32795168,2024-02-04T04:19:40.418964,11,31.35,2
32801446,2024-02-01T15:22:13.511207,16,60.85,2
32806949,2024-02-04T20:13:50.173531,10,58.12,3
32809299,2024-02-08T00:34:49.933884,14,93.03,4
32809436,2024-02-01T23:57:04.076909,27,19.77,2
32818938,2024-02-09T11:16:34.165178,26,49.97,5
32827590,2024-02-01T13:39:22.282578,22,57.73,3
32830627,2024-02-04T16:48:49.396204,19,62.30,2
32837632,2024-02-10T07:00:46.745400,15,65.85,4
32838434,2024-02-04T04:01:14.151115,30,63.61,4
32867207,2024-02-06T20:20:57.121919,19,93.44,4
32886548,2024-02-01T14:18:50.546389,23,38.88,2
32893484,2024-02-02T11:40:59.898073,26,67.24,5
32909906,2024-02-05T01:42:47.648849,18,36.57,4
32911140,2024-02-05T05:52:46.978599,20,29.64,1
32932666,2024-02-01T21:07:05.802081,17,32.99,3
32945883,2024-02-02T14:08:10.903701,3,59.60,4
32952681,2024-02-09T09:53:47.985553,30,9.27,1
32964408,2024-02-03T13:57:06.405831,24,54.70,4
32965976,2024-02-02T21:43:56.993895,3,29.64,1
32965988,2024-02-10T15:02:27.590786,2,28.90,1
32972915,2024-02-10T03:43:58.485507,3,9.27,1
32976088,2024-02-09T03:40:09.323697,19,18.15,1
32980791,2024-02-05T13:49:00.255521,27,37.16,4
32981245,2024-02-02T23:51:45.002179,12,14.48,1
32982475,2024-02-09T18:43:35.964247,16,59.54,3
32987592,2024-02-01T07:20:41.395095,27,28.94,3
33032707,2024-02-01T11:12:16.591789,6,122.48,5
33037834,2024-02-10T06:03:39.734165,25,35.31,5
33040946,2024-02-01T23:25:27.661985,5,67.87,3
33041020,2024-02-01T13:24:18.875343,24,71.74,4
33044823,2024-02-06T09:00:21.826692,15,22.73,2
33067236,2024-02-08T04:14:16.390138,5,50.53,2
33078335,2024-02-06T20:01:05.179965,30,64.13,5
33087252,2024-02-10T13:26:59.122844,10,45.37,2
33104791,2024-02-08T12:46:32.925743,8,37.53,4
33112175,2024-02-01T12:43:52.282568,25,33.29,3
33126652,2024-02-06T13:27:25.504822,12,19.23,2
33131141,2024-02-06T09:42:20.906569,15,15.88,1
33138440,2024-02-01T14:00:49.711392,17,28.29,1
33138990,2024-02-06T05:00:54.716429,24,105.77,4
33148675,2024-02-09T10:25:40.821368,9,78.81,3
33155433,2024-02-10T06:27:38.969162,23,6.16,1
33212691,2024-02-01T18:14:41.695992,3,59.37,4
33212802,2024-02-07T13:33:31.364457,26,58.08,2
33217432,2024-02-06T14:20:53.104813,18,65.03,4
33222811,2024-02-08T07:14:26.052672,28,102.76,5
33227044,2024-02-09T00:36:27.508960,22,66.24,4
33238422,2024-02-02T00:22:17.979008,18,4.28,1
33254135,2024-02-04T21:46:18.757581,6,85.94,3
33272817,2024-02-06T14:25:56.735694,20,36.20,2
33305951,2024-02-05T16:23:15.287338,13,47.18,4
33306439,2024-02-02T06:48:48.969710,25,18.32,1
33313825,2024-02-05T02:24:42.576027,29,7.97,2
33318030,2024-02-09T09:21:54.505792,15,54.18,3
33329428,2024-02-10T06:15:55.085686,13,26.84,3
33340024,2024-02-08T06:26:08.455417,2,42.63,4
33345425,2024-02-08T10:31:48.212106,13,14.82,1
33365770,2024-02-08T01:38:21.394993,24,110.76,4
33367722,2024-02-09T04:10:59.151333,1,25.68,1
33375436,2024-02-05T15:48:03.496769,14,35.04,3
33407996,2024-02-01T22:24:55.198325,8,46.12,2
33428301,2024-02-09T08:32:22.730311,3,61.15,3
33452597,2024-02-08T08:53:52.775833,30,61.87,4
