order_id,customer_id,order_date,order_total,num_items
19021053,29,2024-02-01,47.18,3
19021916,15,2024-02-05,47.53,3
19024414,15,2024-02-08,6.51,1
19045889,26,2024-02-02,16.45,1
19063479,28,2024-02-01,1.53,1
19089423,22,2024-02-06,7.94,1
19090127,10,2024-02-10,7.70,1
19090552,21,2024-02-08,49.08,2
19097875,6,2024-02-01,11.13,3
19101140,4,2024-02-01,32.20,3
19108642,21,2024-02-05,72.53,4
19110984,29,2024-02-08,29.00,2
19118366,2,2024-02-09,28.14,3
19133698,26,2024-02-09,46.85,1
19149134,10,2024-02-08,33.88,2
19153259,15,2024-02-06,137.54,5
19155965,21,2024-02-02,28.75,4
19162181,7,2024-02-10,58.27,5
19168491,23,2024-02-08,33.13,3
19169762,30,2024-02-10,12.66,1
19181681,15,2024-02-06,87.23,4
19190634,29,2024-02-06,85.46,4
19221489,30,2024-02-10,102.21,4
19230392,18,2024-02-08,62.39,5
19234784,6,2024-02-01,40.39,3
19239247,19,2024-02-02,23.12,1
19247309,22,2024-02-05,23.55,2
19262748,13,2024-02-06,16.45,1
19267917,10,2024-02-04,22.62,1
19272893,5,2024-02-10,44.28,3
19275615,24,2024-02-02,36.64,1
19275922,9,2024-02-05,21.47,2
19279635,28,2024-02-05,56.59,4
19294720,17,2024-02-10,13.34,3
19295344,29,2024-02-10,14.60,2
19296754,19,2024-02-08,62.27,4
19313130,2,2024-02-01,39.96,2
19313801,9,2024-02-08,24.73,3
19318121,11,2024-02-01,3.98,1
19324255,5,2024-02-02,74.25,2
19344541,4,2024-02-04,120.31,5
19344693,6,2024-02-06,10.86,1
19356211,30,2024-02-08,48.74,4
19361135,20,2024-02-10,58.49,4
19365364,18,2024-02-01,83.75,5
19378284,15,2024-02-09,24.66,2
19382979,7,2024-02-02,1.53,1
19409499,12,2024-02-10,44.84,4
19422701,5,2024-02-08,30.45,3
19426333,19,2024-02-09,44.49,2
19431078,24,2024-02-04,32.80,1
19434144,16,2024-02-04,19.50,3
19441546,25,2024-02-10,0.00,0
19452983,19,2024-02-06,22.07,2
19453407,15,2024-02-04,57.05,3
19470684,1,2024-02-10,68.67,4
19477962,10,2024-02-01,58.04,2
19495093,30,2024-02-02,71.54,3
19509318,20,2024-02-06,54.28,2
19516819,13,2024-02-06,42.61,3
19546511,27,2024-02-06,11.47,2
19556306,17,2024-02-01,61.67,2
19557072,2,2024-02-04,97.70,5
19564792,17,2024-02-09,29.99,2
19565339,8,2024-02-01,51.25,2
19566270,20,2024-02-06,28.67,2
19566992,1,2024-02-01,47.64,3
19587507,16,2024-02-04,87.22,5
19590544,11,2024-02-05,67.32,3
19591886,13,2024-02-10,25.77,2
19608913,12,2024-02-09,22.62,4
19624834,4,2024-02-10,50.84,2
19643050,26,2024-02-01,21.40,1
19664454,17,2024-02-01,37.02,2
19675396,13,2024-02-08,43.05,3
19684954,23,2024-02-10,92.03,4
19722808,20,2024-02-10,0.00,0
19725389,24,2024-02-02,15.96,3
19737517,20,2024-02-01,18.15,1
19738442,25,2024-02-08,42.71,4
19745540,4,2024-02-08,65.57,5
19747462,29,2024-02-08,61.21,4
19748170,18,2024-02-02,56.43,5
19753223,10,2024-02-07,57.50,3
19754619,11,2024-02-10,22.60,1
19764991,27,2024-02-08,60.11,3
19789395,15,2024-02-06,47.12,3
19793142,18,2024-02-09,76.00,5
19796139,10,2024-02-02,46.83,3
19802684,25,2024-02-05,15.51,2
19803874,24,2024-02-10,24.32,3
19809304,18,2024-02-09,48.85,3
19812584,5,2024-02-09,55.84,3
19823129,16,2024-02-02,11.94,1
19858101,6,2024-02-08,0.00,0
19869742,17,2024-02-08,103.90,5
19885008,5,2024-02-10,12.45,2
19887539,27,2024-02-08,64.24,4
19887579,20,2024-02-01,56.94,3
19902785,21,2024-02-08,8.38,1
19904567,14,2024-02-04,121.83,5
19906250,9,2024-02-04,94.92,3
19926335,24,2024-02-01,31.35,4
19931580,26,2024-02-10,78.85,4
19946173,7,2024-02-02,38.16,2
19954322,11,2024-02-03,16.32,3
19955408,19,2024-02-01,45.80,1
19964630,16,2024-02-02,23.60,1
19966479,15,2024-02-04,119.31,4
19987891,23,2024-02-10,31.21,2
19988791,22,2024-02-09,70.40,4
19994923,20,2024-02-08,1.53,1
20001964,24,2024-02-08,30.43,3
20001997,14,2024-02-10,55.78,3
20003253,19,2024-02-08,16.52,2
20007982,6,2024-02-01,107.03,5
20017218,29,2024-02-01,12.58,1
20018905,12,2024-02-02,32.55,1
20023058,6,2024-02-08,7.54,1
20024061,27,2024-02-06,15.92,1
20025639,27,2024-02-10,64.12,5
20028898,1,2024-02-10,34.68,2
20050310,26,2024-02-06,30.53,3
20055780,30,2024-02-01,100.47,4
20091144,19,2024-02-08,102.86,5
20101729,28,2024-02-10,86.74,5
20129460,28,2024-02-08,39.80,1
20160086,21,2024-02-02,52.47,3
20161226,11,2024-02-06,94.16,5
20171601,6,2024-02-09,59.59,4
20180119,24,2024-02-02,6.58,1
20180901,26,2024-02-05,55.11,4
20197690,18,2024-02-01,54.56,5
20200532,11,2024-02-01,3.63,1
20209755,15,2024-02-08,26.43,2
20215454,16,2024-02-01,68.37,4
20237150,20,2024-02-01,63.00,4
20251159,3,2024-02-01,16.79,2
20252535,29,2024-02-01,30.80,2
20260379,10,2024-02-09,46.82,3
20261401,21,2024-02-06,18.76,1
20264693,14,2024-02-01,38.06,4
20269406,6,2024-02-06,21.40,1
20310847,27,2024-02-05,34.50,2
20316169,8,2024-02-01,23.63,2
20322399,11,2024-02-10,106.28,4
20355018,24,2024-02-02,62.85,5
20358411,21,2024-02-02,89.07,4
20362878,18,2024-02-06,40.72,2
20363605,17,2024-02-02,60.25,3
20372061,19,2024-02-09,78.16,4
20384568,26,2024-02-01,65.52,3
20400287,7,2024-02-03,43.69,3
20402234,23,2024-02-01,27.11,3
20409481,30,2024-02-04,32.29,2
20445661,16,2024-02-06,18.41,2
20459643,19,2024-02-09,26.30,3
20512770,22,2024-02-05,21.32,2
20517229,28,2024-02-09,50.86,2
20525240,27,2024-02-01,51.50,2
20562693,8,2024-02-06,42.33,2
20565267,7,2024-02-03,64.80,3
20570727,15,2024-02-01,62.05,5
20574377,6,2024-02-06,1.54,1
20580665,21,2024-02-01,59.23,5
20615194,15,2024-02-03,34.59,2
20625435,18,2024-02-09,18.87,1
20634780,15,2024-02-02,105.39,5
20648575,17,2024-02-10,91.26,5
20651111,11,2024-02-09,36.64,1
20664100,26,2024-02-10,59.00,5
20703299,17,2024-02-10,75.21,5
20704785,22,2024-02-02,26.24,1
20710838,6,2024-02-01,71.48,4
20739633,28,2024-02-06,83.42,4
20745037,18,2024-02-05,68.80,4
20745247,22,2024-02-08,9.90,1
20751782,14,2024-02-06,52.97,3
20752298,2,2024-02-01,33.19,5
20761503,26,2024-02-08,24.10,3
20763447,28,2024-02-01,46.90,2
20771255,27,2024-02-09,24.66,2
20777493,29,2024-02-01,29.40,3
20779682,25,2024-02-04,63.79,5
20780231,26,2024-02-06,4.21,1
20800131,1,2024-02-01,39.80,1
20803286,16,2024-02-04,58.96,4
20810403,16,2024-02-08,54.82,3
20812512,9,2024-02-01,52.81,5
20812678,7,2024-02-06,19.53,1
20829112,7,2024-02-10,38.79,4
20837761,19,2024-02-04,9.43,1
20844424,27,2024-02-06,71.42,4
20855806,12,2024-02-08,68.54,4
20872395,24,2024-02-07,56.02,4
20884836,13,2024-02-09,14.11,2
20885970,4,2024-02-06,83.04,4
20893024,28,2024-02-08,38.54,4
20897461,29,2024-02-02,11.00,2
20900407,8,2024-02-03,21.49,3
20910127,18,2024-02-02,56.79,3
20911910,15,2024-02-06,7.41,1
20951227,4,2024-02-06,51.33,4
20969126,20,2024-02-04,48.32,3
20972804,23,2024-02-06,81.16,5
20991706,9,2024-02-03,19.90,1
21048315,4,2024-02-01,30.49,2
21048958,5,2024-02-04,25.51,2
21081816,24,2024-02-06,14.23,4
21101687,5,2024-02-06,37.35,2
21112144,17,2024-02-06,49.02,4
21134618,19,2024-02-10,5.78,1
21142824,12,2024-02-01,45.80,1
21145668,27,2024-02-01,19.42,2
21150908,26,2024-02-01,23.83,2
21172061,11,2024-02-06,31.39,2
21211425,14,2024-02-01,24.19,2
21230419,11,2024-02-06,57.60,5
21243241,3,2024-02-06,15.08,1
21246702,17,2024-02-02,52.59,4
21249517,21,2024-02-01,7.55,1
21256294,17,2024-02-06,25.90,2
21259490,11,2024-02-09,41.29,3
21263591,23,2024-02-09,70.31,4
21275515,5,2024-02-09,54.36,4
21278585,10,2024-02-09,96.12,5
21281245,1,2024-02-09,18.86,1
21282703,18,2024-02-01,51.13,3
21288310,18,2024-02-09,70.55,5
21299944,7,2024-02-04,42.63,2
21303720,21,2024-02-06,49.09,2
21308139,3,2024-02-06,6.16,1
21313682,16,2024-02-02,62.80,3
21320111,17,2024-02-02,38.47,4
21329054,24,2024-02-08,25.77,4
21343891,10,2024-02-06,54.35,4
21349821,1,2024-02-01,63.67,4
21350949,18,2024-02-10,8.03,2
21352003,28,2024-02-03,59.51,4
21352460,30,2024-02-01,6.51,1
21365732,20,2024-02-01,73.07,5
21373015,21,2024-02-09,56.36,2
21380350,6,2024-02-09,36.64,1
21381017,20,2024-02-03,71.98,3
21381181,10,2024-02-03,34.96,1
21382628,17,2024-02-05,15.07,3
21393587,23,2024-02-01,35.50,3
21408831,4,2024-02-01,20.17,2
21413976,2,2024-02-02,39.38,3
21451634,26,2024-02-01,73.23,3
21490171,6,2024-02-06,59.31,3
21504636,17,2024-02-06,69.05,4
21529527,23,2024-02-05,29.39,2
21565932,8,2024-02-06,7.23,3
21570026,29,2024-02-08,15.27,3
21588058,23,2024-02-09,13.02,1
21604480,29,2024-02-09,98.54,5
21618062,2,2024-02-02,66.62,4
21629922,1,2024-02-08,39.24,3
21643938,17,2024-02-08,38.15,2
21650733,29,2024-02-10,9.90,1
21658592,28,2024-02-02,40.65,2
21661526,7,2024-02-04,37.10,1
21666092,24,2024-02-01,43.93,4
21666271,8,2024-02-04,3.98,1
21715273,13,2024-02-02,62.73,5
21720164,13,2024-02-05,124.44,5
21759888,11,2024-02-09,132.20,5
21765421,29,2024-02-01,16.05,2
21767380,21,2024-02-04,39.31,3
21773180,20,2024-02-09,31.35,2
21778477,22,2024-02-04,29.44,5
21790945,8,2024-02-01,19.24,2
21795987,29,2024-02-04,12.27,1
21823086,25,2024-02-06,89.35,5
21828125,8,2024-02-06,47.51,3
21832481,24,2024-02-01,46.39,2
21839597,14,2024-02-09,19.90,1
21849773,25,2024-02-06,20.87,2
21852346,28,2024-02-02,18.86,1
21878398,4,2024-02-08,49.85,4
21878704,14,2024-02-06,32.21,2
21879669,11,2024-02-01,37.10,2
21884447,28,2024-02-06,68.55,4
21897649,23,2024-02-08,51.76,3
21904549,7,2024-02-02,55.37,5
21916572,15,2024-02-06,54.40,3
21930176,27,2024-02-10,71.60,2
21942990,16,2024-02-08,74.91,4
21958040,7,2024-02-05,17.59,2
21959141,10,2024-02-10,25.32,1
21963940,16,2024-02-02,80.53,3
21982781,3,2024-02-01,52.31,5
22005933,6,2024-02-06,18.99,1
22011942,15,2024-02-08,22.23,1
22022736,25,2024-02-01,109.14,5
22039145,24,2024-02-05,10.37,2
22051039,29,2024-02-01,68.99,4
22103951,6,2024-02-02,36.07,2
22104315,14,2024-02-09,4.50,1
22108414,19,2024-02-04,84.36,4
22115381,2,2024-02-10,65.12,4
22191445,30,2024-02-06,3.63,1
22211332,1,2024-02-08,104.55,4
22247533,9,2024-02-02,38.02,3
22256791,14,2024-02-06,34.71,3
22265987,22,2024-02-05,8.95,1
22266012,25,2024-02-02,24.05,2
22277220,27,2024-02-08,83.85,3
22314312,1,2024-02-02,77.74,4
22314842,23,2024-02-01,24.35,1
22315636,2,2024-02-06,49.70,3
22327928,8,2024-02-02,58.06,4
22328746,29,2024-02-04,99.85,4
22335533,5,2024-02-04,33.46,2
22346883,11,2024-02-02,124.54,5
22360284,12,2024-02-03,29.31,2
22361164,24,2024-02-01,18.99,1
22361807,1,2024-02-04,61.47,5
22368994,11,2024-02-06,106.36,5
22382252,4,2024-02-01,75.93,5
22387032,24,2024-02-06,25.66,2
22396525,28,2024-02-05,12.80,3
22414469,19,2024-02-04,4.62,2
22436834,4,2024-02-10,104.12,5
22438618,19,2024-02-01,3.09,1
22444608,16,2024-02-02,18.91,2
22446292,13,2024-02-06,67.35,4
22451993,19,2024-02-02,31.54,3
22456831,30,2024-02-10,42.66,2
22468241,4,2024-02-04,26.89,2
22472866,25,2024-02-02,7.42,1
22480055,8,2024-02-01,53.93,3
22483513,24,2024-02-02,14.81,2
22495432,7,2024-02-04,26.22,1
22498952,12,2024-02-01,30.76,2
22505926,15,2024-02-02,39.16,3
22506351,11,2024-02-03,13.33,2
22517047,24,2024-02-04,72.51,5
22520442,20,2024-02-10,66.43,4
22539432,21,2024-02-10,31.65,1
22544331,22,2024-02-01,11.30,1
22547230,3,2024-02-01,68.05,3
22554579,23,2024-02-06,86.87,4
22561385,10,2024-02-09,20.45,1
22561759,10,2024-02-01,56.00,2
22565131,1,2024-02-02,78.48,3
22568667,26,2024-02-04,30.44,2
22577667,11,2024-02-05,16.00,3
22580514,6,2024-02-05,28.19,3
22584950,14,2024-02-02,4.50,1
22596691,4,2024-02-02,32.80,1
22605426,27,2024-02-02,5.57,2
22612946,8,2024-02-06,19.21,3
22617368,27,2024-02-10,38.00,4
22629364,11,2024-02-03,11.30,1
22638435,11,2024-02-08,32.55,1
22638973,27,2024-02-02,4.21,1
22657585,2,2024-02-03,20.11,2
22662663,6,2024-02-08,26.46,4
22672717,18,2024-02-06,34.06,3
22686914,21,2024-02-06,9.00,1
22689429,21,2024-02-06,4.53,1
22694822,26,2024-02-01,31.95,5
22733948,17,2024-02-08,88.21,5
22752112,20,2024-02-08,51.55,3
22757577,17,2024-02-01,19.68,1
22779858,13,2024-02-08,48.06,3
22786902,4,2024-02-01,1.02,1
22790644,12,2024-02-01,64.56,3
22799939,12,2024-02-06,66.98,3
22808969,25,2024-02-05,64.39,3
22819425,27,2024-02-01,6.18,1
22829186,2,2024-02-02,45.10,3
22850745,3,2024-02-01,44.87,2
22853844,18,2024-02-03,51.66,4
22858854,6,2024-02-10,22.62,1
22866504,3,2024-02-09,24.66,2
22878204,1,2024-02-10,119.34,4
22878242,8,2024-02-02,33.79,3
22894423,21,2024-02-02,51.80,3
22907998,28,2024-02-05,64.13,3
22909085,4,2024-02-06,30.72,4
22912249,24,2024-02-04,78.38,4
22934267,29,2024-02-02,22.62,1
22938408,16,2024-02-10,11.24,2
22946176,16,2024-02-01,7.92,1
22950858,29,2024-02-04,39.66,2
22972795,9,2024-02-06,49.95,3
22974373,18,2024-02-09,14.07,1
22975903,24,2024-02-05,14.16,1
22993591,27,2024-02-05,34.18,2
22996947,3,2024-02-05,44.17,3
23011638,1,2024-02-08,8.56,1
23016756,30,2024-02-01,66.86,4
23024345,29,2024-02-01,20.41,2
23046445,28,2024-02-09,37.95,2
23064043,10,2024-02-04,33.02,3
23082396,4,2024-02-06,9.74,1
23086106,17,2024-02-08,77.48,4
23091357,4,2024-02-09,85.50,5
23096585,8,2024-02-06,44.80,3
23110959,19,2024-02-08,46.85,3
23113344,20,2024-02-10,43.31,2
23113961,3,2024-02-08,51.71,5
23156452,10,2024-02-02,34.24,1
23158298,15,2024-02-02,31.65,1
23158954,20,2024-02-04,34.24,1
23167807,11,2024-02-01,64.52,3
23174573,30,2024-02-06,48.19,3
23175307,17,2024-02-08,54.80,4
23196162,11,2024-02-01,115.07,4
23207609,22,2024-02-04,57.86,5
23213681,28,2024-02-10,7.92,2
23214257,24,2024-02-08,48.49,3
23234216,4,2024-02-01,73.72,3
23250114,4,2024-02-02,14.16,1
23251786,21,2024-02-02,20.21,2
23256045,26,2024-02-09,14.07,1
23257003,8,2024-02-03,29.08,3
23268551,3,2024-02-02,55.15,3
23272559,28,2024-02-08,106.64,4
23278327,12,2024-02-10,51.62,2
23286405,5,2024-02-10,54.05,2
23299320,8,2024-02-08,39.81,4
23299955,18,2024-02-06,19.90,1
23310914,1,2024-02-03,45.14,4
23340795,22,2024-02-01,65.76,3
23342210,24,2024-02-01,50.24,3
23357560,15,2024-02-10,42.52,2
23370429,7,2024-02-10,4.09,1
23375011,9,2024-02-02,49.69,2
23375285,22,2024-02-01,34.98,2
23383580,10,2024-02-10,44.18,3
23399334,19,2024-02-01,15.03,2
23403359,23,2024-02-02,22.23,1
23415651,19,2024-02-06,44.17,4
23429028,9,2024-02-01,35.98,3
23434433,22,2024-02-10,3.08,1
23437801,29,2024-02-08,38.06,2
23447362,2,2024-02-09,14.71,3
23448716,28,2024-02-04,63.58,3
23472358,6,2024-02-08,37.29,3
23476968,17,2024-02-10,75.35,2
23477506,3,2024-02-10,101.75,4
23478893,12,2024-02-10,47.22,3
23485564,12,2024-02-02,40.17,3
23511526,7,2024-02-03,47.29,4
23537025,13,2024-02-10,132.27,5
23550597,11,2024-02-06,51.31,5
23566299,7,2024-02-06,11.30,1
23566735,30,2024-02-01,13.90,2
23570770,12,2024-02-01,107.48,5
23574963,17,2024-02-02,53.19,4
23582360,6,2024-02-04,21.10,3
23585738,10,2024-02-02,30.16,1
23590204,8,2024-02-04,69.42,3
23590548,20,2024-02-01,35.25,3
23611291,7,2024-02-09,77.89,3
23626385,19,2024-02-06,103.84,5
23629289,23,2024-02-06,37.10,1
23635402,1,2024-02-04,17.63,2
23644842,5,2024-02-01,96.60,2
23657727,4,2024-02-02,25.84,2
23668653,30,2024-02-03,19.17,2
23673882,6,2024-02-02,4.62,1
23677785,8,2024-02-08,57.14,3
23683438,15,2024-02-06,26.24,1
23689551,1,2024-02-04,25.77,2
23718223,25,2024-02-06,17.37,2
23721907,18,2024-02-02,40.03,2
23742683,9,2024-02-09,46.62,5
23747325,9,2024-02-04,34.61,2
23755695,24,2024-02-01,36.24,3
23767694,17,2024-02-09,117.37,4
23768489,16,2024-02-02,72.48,3
23806082,24,2024-02-09,48.64,2
23807996,9,2024-02-02,57.01,2
23859669,21,2024-02-10,26.50,2
23888614,4,2024-02-09,8.74,1
23891310,27,2024-02-05,46.85,1
23909450,16,2024-02-09,7.94,1
23916705,29,2024-02-07,14.40,2
23933185,6,2024-02-01,15.08,1
23941805,18,2024-02-04,55.95,3
23960835,25,2024-02-01,87.78,5
23976952,19,2024-02-03,22.51,3
23994672,1,2024-02-01,47.88,5
24026554,14,2024-02-06,33.15,3
24031942,26,2024-02-06,12.27,1
24036823,7,2024-02-10,67.96,3
24044629,29,2024-02-04,41.97,3
24047199,22,2024-02-05,1.53,1
24068563,6,2024-02-09,39.80,1
24079808,30,2024-02-08,66.60,2
24095807,6,2024-02-02,29.97,2
24096025,27,2024-02-06,44.95,3
24097474,5,2024-02-10,37.61,4
24103941,27,2024-02-10,27.96,3
24104043,3,2024-02-02,48.47,4
24119424,16,2024-02-03,52.98,4
24121429,4,2024-02-10,2.25,1
24146764,26,2024-02-10,31.46,3
24156811,24,2024-02-02,0.51,1
24157653,12,2024-02-09,32.31,2
24164014,11,2024-02-01,41.13,2
24164182,26,2024-02-06,63.27,4
24172123,26,2024-02-03,41.14,3
24183630,24,2024-02-08,89.43,4
24184814,29,2024-02-08,48.29,3
24211094,25,2024-02-09,83.97,4
24230314,10,2024-02-02,86.67,5
24232989,2,2024-02-06,46.97,2
24240951,12,2024-02-10,45.79,2
24246253,30,2024-02-05,50.98,2
24264295,4,2024-02-01,15.69,3
24274138,26,2024-02-01,22.42,4
24291051,23,2024-02-01,40.70,5
24315075,15,2024-02-02,64.00,4
24320221,3,2024-02-06,37.70,1
24363150,10,2024-02-01,74.15,2
24373990,5,2024-02-04,20.14,2
24406476,17,2024-02-01,74.57,4
24412687,6,2024-02-09,31.45,1
24417060,15,2024-02-04,5.94,1
24432158,22,2024-02-06,31.65,1
24449920,17,2024-02-09,49.75,1
24455115,10,2024-02-08,37.05,1
24461493,5,2024-02-02,34.69,4
24472004,21,2024-02-08,42.77,4
24478936,10,2024-02-01,51.88,3
24480099,16,2024-02-02,31.65,1
24508169,19,2024-02-09,19.24,2
24520907,14,2024-02-02,86.62,5
24524652,23,2024-02-04,38.54,2
24526101,27,2024-02-10,3.97,1
24537702,28,2024-02-01,30.25,2
24546918,2,2024-02-09,0.00,0
24559093,3,2024-02-05,19.53,1
24574187,13,2024-02-09,0.51,1
24597440,21,2024-02-08,101.76,5
24602193,20,2024-02-01,20.45,1
24611428,4,2024-02-10,8.38,1
24643462,2,2024-02-06,41.22,2
24648473,30,2024-02-08,10.86,1
24659372,28,2024-02-02,23.12,1
24667737,12,2024-02-04,19.90,1
24668444,8,2024-02-01,33.94,2
24668565,22,2024-02-02,36.09,3
24669212,27,2024-02-02,13.36,2
24669816,20,2024-02-01,71.27,5
24674808,30,2024-02-02,29.56,5
24676952,2,2024-02-02,8.56,1
24688643,30,2024-02-02,8.95,1
24693929,8,2024-02-01,20.93,2
24709146,11,2024-02-10,31.45,3
24718922,4,2024-02-10,10.86,1
24745932,21,2024-02-05,26.24,1
24746154,6,2024-02-04,53.17,4
24749109,5,2024-02-01,32.40,3
24767891,27,2024-02-06,25.33,2
24781400,2,2024-02-10,53.22,4
24785415,17,2024-02-06,49.70,2
24789425,17,2024-02-08,69.39,4
24792912,9,2024-02-08,38.72,3
24792961,16,2024-02-01,40.99,2
24794802,9,2024-02-02,32.96,3
24807455,24,2024-02-01,14.52,1
24809129,28,2024-02-02,23.21,4
24830322,12,2024-02-06,6.33,1
24866875,16,2024-02-06,108.98,5
24910078,11,2024-02-08,100.17,4
24927675,29,2024-02-08,38.13,3
24949725,29,2024-02-04,41.68,3
24952215,30,2024-02-04,72.09,5
24954553,15,2024-02-08,49.70,2
25001662,27,2024-02-10,29.63,2
25010367,25,2024-02-09,45.41,5
25014361,29,2024-02-01,39.62,4
25023311,28,2024-02-01,22.05,2
25036568,2,2024-02-06,6.56,1
25048830,16,2024-02-05,46.29,4
25065376,6,2024-02-09,39.80,1
25078635,19,2024-02-09,19.53,1
25100188,8,2024-02-02,6.51,1
25125444,12,2024-02-01,57.85,4
25127290,16,2024-02-01,10.86,1
25130635,12,2024-02-05,57.38,3
25133911,8,2024-02-02,15.45,1
25159938,13,2024-02-09,25.02,3
25174143,10,2024-02-01,33.58,2
25177204,12,2024-02-06,53.04,4
25182173,8,2024-02-09,25.07,2
25193585,27,2024-02-04,40.97,3
25216720,22,2024-02-09,92.17,4
25227244,30,2024-02-01,52.45,2
25237154,26,2024-02-01,35.97,2
25238450,13,2024-02-06,31.93,2
25246744,17,2024-02-09,14.82,1
25249767,28,2024-02-09,37.73,4
25249901,11,2024-02-03,37.71,2
25252421,12,2024-02-01,25.14,1
25262060,11,2024-02-06,54.60,3
25275465,5,2024-02-05,44.76,3
25284571,23,2024-02-05,61.63,4
25287908,18,2024-02-09,131.98,4
25294893,3,2024-02-08,13.12,1
25299137,14,2024-02-06,51.93,3
25308312,5,2024-02-06,37.62,3
25310198,10,2024-02-09,63.13,3
25312653,21,2024-02-08,22.99,4
25325353,7,2024-02-01,33.96,3
25339438,7,2024-02-06,48.03,4
25350482,2,2024-02-06,69.78,3
25351308,5,2024-02-08,33.52,1
25359316,7,2024-02-08,36.12,5
25368215,4,2024-02-05,95.45,4
25373167,23,2024-02-10,16.89,3
25390148,25,2024-02-05,12.26,2
25400243,15,2024-02-04,101.76,4
25402445,26,2024-02-03,71.35,4
25405958,13,2024-02-08,9.87,1
25412185,3,2024-02-02,32.31,2
25414083,11,2024-02-01,71.82,3
25427582,11,2024-02-08,12.63,1
25428164,1,2024-02-05,43.08,4
25433896,28,2024-02-01,54.25,4
25445576,2,2024-02-05,48.57,4
25460839,6,2024-02-10,64.08,3
25492983,13,2024-02-08,24.56,2
25504961,17,2024-02-08,28.29,1
25510044,19,2024-02-02,97.05,5
25517835,9,2024-02-07,61.14,4
25518398,21,2024-02-01,31.33,2
25526192,28,2024-02-06,5.65,1
25528063,16,2024-02-09,68.77,4
25532738,8,2024-02-06,73.49,4
25548305,25,2024-02-01,57.77,4
25562207,24,2024-02-04,38.25,2
25583079,24,2024-02-01,61.39,4
25587893,9,2024-02-09,51.44,5
25594068,11,2024-02-08,46.38,2
25598586,22,2024-02-06,12.66,1
25606130,21,2024-02-09,29.64,1
25609137,1,2024-02-08,87.32,4
25609789,12,2024-02-04,23.60,1
25611940,30,2024-02-06,58.26,5
25632591,26,2024-02-01,12.66,1
25636755,5,2024-02-06,80.85,4
25640958,18,2024-02-09,58.53,3
25678673,15,2024-02-04,121.42,5
25692605,20,2024-02-05,16.36,1
25703631,20,2024-02-03,8.95,1
25731718,7,2024-02-08,101.09,5
25752768,6,2024-02-06,4.50,1
25756166,20,2024-02-02,45.67,3
25758029,21,2024-02-02,93.09,5
25762647,18,2024-02-06,66.02,3
25769053,30,2024-02-08,69.63,4
25772472,16,2024-02-09,78.22,5
25779835,3,2024-02-01,35.68,3
25786797,30,2024-02-01,59.60,3
25790294,10,2024-02-08,25.14,1
25798328,30,2024-02-02,14.16,1
25798543,25,2024-02-01,45.74,3
25816064,8,2024-02-10,16.24,2
25821717,8,2024-02-10,27.48,1
25832745,30,2024-02-01,153.62,5
25841894,11,2024-02-01,9.33,2
25842742,16,2024-02-08,28.68,3
25843961,14,2024-02-09,56.28,4
25857662,14,2024-02-08,49.75,1
25861161,5,2024-02-08,44.84,3
25862210,8,2024-02-02,18.66,2
25871763,16,2024-02-01,11.43,2
25871824,10,2024-02-03,66.02,5
25886667,22,2024-02-04,49.45,2
25895010,6,2024-02-08,39.38,4
25899461,2,2024-02-09,19.48,1
25932826,3,2024-02-08,63.60,4
25975144,9,2024-02-02,99.27,4
26015958,30,2024-02-06,3.98,1
26027608,23,2024-02-01,49.83,4
26034597,19,2024-02-02,52.85,2
26071745,7,2024-02-05,53.80,5
26073524,8,2024-02-01,54.74,4
26074025,17,2024-02-02,45.50,4
26079012,29,2024-02-06,66.14,2
26089135,2,2024-02-04,62.55,5
26102267,20,2024-02-08,37.64,2
26102557,26,2024-02-09,55.84,5
26109218,27,2024-02-05,39.15,4
26120821,5,2024-02-04,143.79,5
26123951,7,2024-02-10,21.40,1
26190515,21,2024-02-09,30.78,4
26192806,10,2024-02-03,12.63,1
26204732,19,2024-02-09,25.74,2
26205186,7,2024-02-09,84.02,5
26227395,18,2024-02-04,19.69,2
26248865,4,2024-02-04,78.28,5
26256630,9,2024-02-01,15.78,3
26262974,16,2024-02-08,21.62,4
26269876,16,2024-02-04,62.73,4
26275150,28,2024-02-03,64.10,3
26277321,9,2024-02-05,39.60,2
26278628,7,2024-02-01,62.60,4
26302720,26,2024-02-04,3.09,1
26306040,25,2024-02-04,11.30,1
26321944,17,2024-02-03,71.60,4
26324357,23,2024-02-02,16.60,2
26328611,8,2024-02-06,71.37,5
26335823,5,2024-02-08,29.68,1
26339986,7,2024-02-04,4.28,1
26356034,19,2024-02-09,49.13,2
26362902,3,2024-02-04,47.15,1
26367850,1,2024-02-06,13.83,2
26372540,7,2024-02-09,41.01,4
26372620,29,2024-02-06,69.32,4
26391744,24,2024-02-10,17.12,1
26404681,1,2024-02-04,25.89,3
26407279,16,2024-02-02,60.43,3
26410350,15,2024-02-05,2.55,1
26418302,24,2024-02-02,70.77,5
26431603,18,2024-02-08,56.98,3
26443913,20,2024-02-06,80.46,4
26447497,24,2024-02-06,7.41,1
26453665,10,2024-02-10,52.03,4
26460433,30,2024-02-03,39.17,4
26461446,5,2024-02-09,78.26,5
26462223,21,2024-02-08,161.76,5
26470637,21,2024-02-06,5.65,1
26471455,22,2024-02-05,23.10,4
26479056,11,2024-02-10,77.97,4
26491044,6,2024-02-01,68.51,4
26493125,29,2024-02-09,78.09,4
